,State,County,Population,People 1/2 Mile and More,People 1 Mile and More,People 10 Miles and More,People 20 Miles and More,Civilian labour force,Employed poulation,Unemployed population,Rate of Unemployment
2476,CA,Solano,413344,273451.2265,127085.3274,42.63877918,0,205325,192736,12589,6
2477,MD,Somerset,26470,22556.84473,19411.82735,1076.597332,0,9214,8454,760,8
2478,ME,Somerset,52228,45389.22398,38490.56114,2956.565076,136.2080274,23634,22086,1548,7
2479,NJ,Somerset,323444,260489.0465,164352.0544,0,0,174324,166357,7967,5
2480,PA,Somerset,77742,69858.60287,63806.67709,1705.444577,0,34463,32110,2353,7
2481,TX,Somervell,8490,6989.329437,5952.302324,0,0,4107,3901,206,5
2482,CA,Sonoma,483878,300400.8729,144826.2801,2194.320715,0,258426,246837,11589,5
2483,VA,Southampton,18570,18468.17758,18272.83931,4081.90553,0,9196,8827,369,4
2484,GA,Spalding,64073,54002.54353,41309.03402,0,0,27114,24934,2180,8
2485,SC,Spartanburg,284307,258124.1718,197014.1514,2588.410518,0,139880,131900,7980,6
2486,IN,Spencer,20952,17665.22204,15871.61784,1.788068976,0,10974,10520,454,4
2487,KY,Spencer,17061,16840.18572,15840.81455,0,0,9186,8789,397,4
2488,SD,Spink,6415,5306.693133,3890.383775,2779.806801,474.7458715,3310,3208,102,3
2489,WA,Spokane,471221,321372.8196,152836.4656,5012.341317,0,227903,212951,14952,7
2490,VA,Spotsylvania,122397,107316.7137,74203.54043,3693.80615,0,63800,60840,2960,5
2491,KS,Stafford,4437,3396.911498,3139.655499,1354.190489,0,2182,2095,87,4
2492,VA,Stafford,128961,113548.9745,76833.7851,0,0,66649,63674,2975,5
2493,CA,Stanislaus,514453,319142.3253,114225.5134,551.7074864,0,241609,218687,22922,10
2494,SD,Stanley,2966,2017.054041,1517.416275,405.4775654,248.8236408,1831,1787,44,2
2495,NC,Stanly,60585,55606.52124,43325.65485,0,0,28796,27263,1533,5
2496,KS,Stanton,2235,1295.268763,739.8655113,235.6184707,0,1061,1029,32,3
2497,NE,Stanton,6129,6128.999973,6128.999973,3139.2903,0,3504,3415,89,3
2498,IL,Stark,5994,5994.000007,5994.000007,1799.414547,0,2761,2578,183,7
2499,ND,Stark,24199,19265.60855,10002.97572,3471.22954,1090.784898,20298,19749,549,3
2500,OH,Stark,375586,288765.2274,160206.8635,0,0,186530,176711,9819,5
2501,IN,Starke,23363,20841.96953,17529.55647,110.5603379,0,10548,9921,627,6
2502,TX,Starr,60968,52140.84546,44930.81063,2245.690561,1090.133402,25855,22376,3479,14
2503,VA,Staunton,23746,15919.28922,2326.566297,0,0,11809,11295,514,4
2504,MN,Stearns,150642,123433.8087,81796.86022,3834.917578,0,88137,84962,3175,4
2505,MN,Steele,36576,32314.47475,20876.7139,75.16577922,0,21203,20498,705,3
2506,ND,Steele,1975,1975.000001,1975.000001,1897.334162,447.9379935,1063,1039,24,2
2507,GA,Stephens,26175,23770.98022,19474.18216,0,0,10862,10153,709,7
2508,OK,Stephens,45048,36101.10622,23549.44341,3028.933558,6.064114332,20278,19061,1217,6
2509,TX,Stephens,9630,7574.72128,5396.389954,623.7743385,0,4104,3932,172,4
2510,IL,Stephenson,47711,36940.82192,22718.00354,398.5654409,0,21537,20115,1422,7
2511,TX,Sterling,1143,1143.000005,1143.000005,1143.000005,1142.837975,746,721,25,3
2512,IN,Steuben,34185,31443.75834,28416.38961,525.0976708,0,19981,19199,782,4
2513,NY,Steuben,98990,84243.46664,63799.96934,1892.247016,0,43956,41194,2762,6
2514,KS,Stevens,5724,3493.283069,1774.736808,999.7130414,0,3178,3060,118,4
2515,MN,Stevens,9726,6990.958286,5150.077099,1235.29437,0,5709,5549,160,3
2516,WA,Stevens,43531,37685.09992,32768.57007,11516.78461,1722.214052,17451,15886,1565,9
2517,GA,Stewart,6058,5469.446714,4750.163672,1034.38226,0,2114,1968,146,7
2518,TN,Stewart,13324,13133.69201,12777.1954,1928.987069,0,5131,4737,394,8
2519,MT,Stillwater,9117,6982.273114,6036.397399,1446.161668,361.7307152,4922,4738,184,4
2520,MO,Stoddard,29968,23954.29889,15534.02018,206.6293872,0,13238,12362,876,7
2521,NC,Stokes,47401,44789.3396,39930.90778,2898.653316,0,21804,20620,1184,5
2522,AR,Stone,12394,11747.82179,10649.86534,3035.439442,0,4705,4411,294,6
2523,MO,Stone,32202,30784.50401,28213.55194,210.0586521,0,13373,12318,1055,8
2524,MS,Stone,17786,17392.40599,16052.97299,3265.416758,0,6410,5935,475,7
2525,TX,Stonewall,1490,1072.42006,547.916156,232.96501,0.140952084,662,633,29,4
2526,NV,Storey,4010,4010.000018,4010.000018,23.92155579,0,1873,1734,139,7
2527,IA,Story,89542,72200.56337,37715.91119,1765.407437,0,57467,56021,1446,3
2528,NH,Strafford,123143,94881.93976,75127.33741,0,0,70939,68727,2212,3
2529,ND,Stutsman,21100,16424.04573,10350.34385,3351.564837,1562.50036,10713,10437,276,3
2530,WY,Sublette,10247,9019.015519,7566.894287,2054.221776,601.8157885,4580,4340,240,5
2531,MA,Suffolk,722023,202871.0032,25176.60739,0,0,420860,402312,18548,4
2532,NY,Suffolk,1493350,1112340.259,505452.6603,0,0,780621,743913,36708,5
2533,VA,Suffolk,84585,66916.12453,42527.38471,22.3415689,0,42290,40190,2100,5
2534,IN,Sullivan,21475,17991.54052,15510.03931,395.2992274,0,8658,8118,540,6
2535,MO,Sullivan,6714,6167.506695,4784.864869,1795.836742,0,2780,2614,166,6
2536,NH,Sullivan,43742,39436.2489,33058.57662,910.0590345,0,23577,22930,647,3
2537,NY,Sullivan,77547,70675.7131,62710.71318,761.6333211,0,33904,32077,1827,5
2538,PA,Sullivan,6428,5952.085859,5664.070337,2211.457077,0,3034,2847,187,6
2539,TN,Sullivan,156823,140220.1709,103978.879,4.729085488,0,69035,65049,3986,6
2540,SD,Sully,1373,1373,1373,1373,1201.308205,868,846,22,3
2541,WV,Summers,13927,13361.08558,12221.70501,774.0215549,0,4509,4191,318,7
2542,CO,Summit,27994,22894.4246,16771.43126,432.6272104,0.018622216,20553,20034,519,3
2543,OH,Summit,541781,425159.9294,222819.919,0,0,271713,258212,13501,5
2544,UT,Summit,36324,30480.5543,22571.86696,3181.211123,183.0936847,23120,22355,765,3
2545,KS,Sumner,24132,19522.08566,15182.42311,4709.259206,0,11079,10587,492,4
2546,TN,Sumner,160645,140498.9994,103984.3911,0,0,88443,84371,4072,5
2547,AL,Sumter,13763,11745.52083,9101.714966,2223.731724,5.764882152,5107,4699,408,8
2548,FL,Sumter,93420,84165.10855,65019.67873,178.2968977,0,28635,26430,2205,8
2549,GA,Sumter,32819,29820.86378,23260.70889,49.45335505,0,12832,11766,1066,8
2550,SC,Sumter,107456,93710.49993,71272.14275,1045.695245,0,44379,41356,3023,7
2551,MS,Sunflower,29450,23447.13339,18452.11644,581.3267521,0,8474,7585,889,11
2552,NC,Surry,73673,66594.87889,55110.04109,268.1424507,0,33328,31522,1806,5
2553,VA,Surry,7058,7057.999987,7057.999987,1642.799015,0,3716,3528,188,5
2554,PA,Susquehanna,43356,39169.5721,34895.58053,1122.076835,0,21400,20205,1195,6
2555,DE,Sussex,197145,172403.5512,139500.1947,0,0,98037,93196,4841,5
2556,NJ,Sussex,149265,136423.6919,118123.8882,0,0,76640,72454,4186,6
2557,VA,Sussex,12087,10652.96569,9131.026062,3495.23695,0,4073,3794,279,7
2558,CA,Sutter,94737,75560.67441,45516.42391,1202.420621,0,44704,39914,4790,11
2559,TX,Sutton,4128,3364.722345,1376.467906,317.1303559,130.0099295,1718,1614,104,6
2560,FL,Suwannee,41551,38997.80315,35266.77683,5175.760699,0,17937,16957,980,6
2561,NC,Swain,13981,12993.68623,11782.43272,605.2494958,0,6775,6255,520,8
2562,WY,Sweetwater,43806,32896.43284,18395.93792,2546.55694,2055.346125,22794,21716,1078,5
2563,MN,Swift,9783,7858.777859,6491.180961,4555.608264,5.12060049,5170,4860,310,6
2564,TX,Swisher,7854,5877.472193,3782.413033,2039.946239,0,2730,2600,130,5
2565,IN,Switzerland,10613,9744.33856,8977.743151,487.6244552,0,4854,4613,241,5
2566,GA,Talbot,6865,6662.267567,5948.168745,305.8334636,0,2696,2488,208,8
2567,MD,Talbot,37782,31316.97307,25570.38469,0,0,19328,18381,947,5
2568,GA,Taliaferro,1717,1716.999993,1716.999993,1183.686554,0,593,547,46,8
2569,AL,Talladega,82291,75657.4023,59753.14812,36.65129383,0,35134,32824,2310,7
2570,MS,Tallahatchie,15378,14147.09404,12615.8612,7800.555523,0,5810,5371,439,8
2571,AL,Tallapoosa,41616,38080.70745,32544.62818,2201.008102,0,18740,17598,1142,6
2572,IA,Tama,17767,15586.58813,12926.41796,1520.020714,0,9676,9251,425,4
2573,MO,Taney,51675,45301.03814,35383.71466,1602.788591,0,26177,24063,2114,8
2574,LA,Tangipahoa,121097,110383.0551,92983.49063,1459.644146,0,54314,50388,3926,7
2575,NM,Taos,32937,30489.18705,27617.98213,7270.877199,505.2028283,14850,13492,1358,9
2576,TX,Tarrant,1809034,1348874.445,663125.398,0,0,990682,949513,41169,4
2577,MS,Tate,28886,27590.30209,24772.14872,5790.474387,0,11996,11149,847,7
2578,GA,Tattnall,25520,21836.55375,18988.94118,423.9610905,0,9277,8705,572,6
2579,FL,Taylor,22570,21298.39949,18013.25282,2509.550166,98.10494198,8981,8377,604,7
2580,GA,Taylor,8906,7682.702893,5854.575956,652.8033406,0,2773,2519,254,9
2581,IA,Taylor,6317,4717.522708,3459.391425,499.1522174,0,3241,3138,103,3
2582,KY,Taylor,24512,18332.3661,13384.14267,471.140005,0,11108,10400,708,6
2583,TX,Taylor,131506,108535.3666,61064.50238,695.4169593,0,63301,60982,2319,4
2584,WI,Taylor,20689,18394.3913,15807.82577,3553.365527,84.92259339,10707,10236,471,4
2585,WV,Taylor,16895,14106.34489,11680.08719,0,0,7720,7257,463,6
2586,IL,Tazewell,135394,112877.4515,84139.78463,0,0,66832,62647,4185,6
2587,VA,Tazewell,45078,40478.01151,34263.78835,22.52742827,0,16612,15382,1230,7
2588,CA,Tehama,63463,51449.20768,38684.31194,3347.500694,222.0705273,25076,23094,1982,8
2589,GA,Telfair,16500,12865.28368,8660.074105,1269.523271,0,4825,4405,420,9
2590,CO,Teller,23350,20904.61909,17145.97527,3155.715346,0,11400,10892,508,5
2591,LA,Tensas,5252,4356.44677,4031.004881,2922.838954,0,1720,1552,168,10
2592,LA,Terrebonne,111860,93853.45006,62615.04553,2589.208877,0.374050017,53101,49928,3173,6
2593,GA,Terrell,9315,7675.641314,4945.118553,116.1841347,0,3632,3361,271,8
2594,TX,Terrell,984,983.9999982,983.9999982,983.9999982,983.5498065,434,413,21,5
2595,TX,Terry,12651,10450.52369,6610.341323,1324.379325,0,5398,5146,252,5
2596,ID,Teton,10170,9471.539942,8785.532364,906.2085976,0,5819,5616,203,4
2597,MT,Teton,6073,4913.269956,4312.213288,3653.542998,1340.874245,2886,2775,111,4
2598,WY,Teton,21294,18447.97311,15554.15755,1678.361243,572.0439436,14725,14152,573,4
2599,MO,Texas,26008,23587.33054,20303.90262,4700.378589,0.822720647,9409,8783,626,7
2600,OK,Texas,20640,20622.87988,19603.41962,7080.090047,325.6531427,9692,9379,313,3
2601,NE,Thayer,5228,3863.820682,3330.092746,1315.139693,0,2967,2897,70,2
2602,GA,Thomas,44720,40137.63139,30912.77509,3257.56551,0,16815,15600,1215,7
2603,KS,Thomas,7900,7368.170742,6141.964376,1093.068454,33.7085046,4415,4299,116,3
2604,NE,Thomas,647,647.0000013,647.0000013,647.0000013,647.0000013,435,422,13,3
2605,TX,Throckmorton,1641,1641.000004,1641.000004,1641.000004,1144.375787,780,755,25,3
2606,NE,Thurston,6940,6522.062826,6119.220078,1771.185457,0,2970,2812,158,5
2607,WA,Thurston,252264,210892.2576,147796.2618,86.1526127,0,125764,118204,7560,6
2608,GA,Tift,40118,30605.50157,22476.77683,37.78905841,0,18347,17227,1120,6
2609,OR,Tillamook,25250,21601.84486,19667.54714,4058.903862,0,11390,10749,641,6
2610,OK,Tillman,7992,6531.576539,4343.548685,2747.02685,0,3358,3214,144,4
2611,NY,Tioga,51125,45838.45477,40590.13245,7.819858246,0,23517,22216,1301,6
2612,PA,Tioga,41981,33731.29627,28631.99393,997.3447427,0,20330,19006,1324,7
2613,MS,Tippah,22232,20321.01473,17802.78505,780.8955218,0,9440,8839,601,6
2614,IN,Tippecanoe,172780,139305.2462,77483.01074,993.8804835,0,93117,89165,3952,4
2615,IN,Tipton,15936,15734.91445,14967.5897,613.5251021,0,8382,8046,336,4
2616,TN,Tipton,61081,56464.73911,51469.15987,2903.519747,0,27447,25504,1943,7
2617,MS,Tishomingo,19593,17300.75125,14457.1159,0,0,8012,7503,509,6
2618,TX,Titus,32334,26512.22149,20096.80886,1823.169041,0,12728,11993,735,6
2619,KY,Todd,12460,11032.25509,9694.847915,895.8050331,0,5425,5172,253,5
2620,MN,Todd,24895,23530.0127,20310.36144,7747.380374,0,13008,12440,568,4
2621,SD,Todd,9612,8263.281206,6950.048695,2138.616905,40.41694446,3044,2819,225,7
2622,CT,Tolland,152691,138651.5462,110882.2241,0,0,85126,80888,4238,5
2623,NY,Tompkins,101564,80020.71522,59092.00792,112.2724826,0,50714,48486,2228,4
2624,UT,Tooele,58218,50047.92319,34395.55564,1301.399272,146.1781856,29601,28374,1227,4
2625,MT,Toole,5324,3697.19656,2609.905259,1704.673584,1055.217969,2295,2217,78,3
2626,GA,Toombs,27223,23109.76464,17192.35559,1973.828953,0,11864,10829,1035,9
2627,NM,Torrance,16383,15719.04289,14629.84543,3513.172443,853.691304,5441,4950,491,9
2628,ND,Towner,2246,2246.000001,2246.000001,2156.956671,1668.679426,1242,1209,33,3
2629,GA,Towns,10471,10124.53335,9466.388979,1.107801422,0,3915,3607,308,8
2630,ND,Traill,8121,5507.087057,4615.032112,2318.997354,0,4452,4326,126,3
2631,NC,Transylvania,33090,28628.52754,22907.77701,1276.35958,0,13546,12809,737,5
2632,MN,Traverse,3558,2345.600865,2110.037522,1386.2991,0,1835,1759,76,4
2633,TX,Travis,1024266,808950.5674,447197.4579,3472.924795,0,655166,633703,21463,3
2634,MT,Treasure,718,718,718,718,677.598964,357,339,18,5
2635,KS,Trego,3001,2170.149149,1102.552229,538.9047239,0,1509,1456,53,4
2636,WI,Trempealeau,28816,25640.11597,23041.76283,650.5683184,0,16628,15978,650,4
2637,GA,Treutlen,6885,6334.053352,5092.278218,109.0924559,0,2701,2472,229,9
2638,KY,Trigg,14339,13480.66628,11584.04947,1463.786009,0,5670,5343,327,6
2639,KY,Trimble,8809,8808.999982,8669.149445,2265.772673,0,3811,3595,216,6
2640,CA,Trinity,13786,12946.63992,11514.41274,2318.341355,381.7990558,5142,4742,400,8
2641,TX,Trinity,14585,12577.33214,10942.76197,2014.891788,0,5477,5155,322,6
2642,SD,Tripp,5644,3493.706276,2561.966889,1510.381507,201.9306888,3075,2993,82,3
2643,GA,Troup,67044,56484.75998,39921.77968,0.00487871,0,35599,33437,2162,6
2644,TN,Trousdale,7870,7332.976284,6505.659058,0,0,3677,3460,217,6
2645,OH,Trumbull,210312,169600.5273,101043.2912,0,0,91394,85504,5890,6
2646,WV,Tucker,7141,5948.194927,4741.779397,74.18676404,0,3415,3206,209,6
2647,CA,Tulare,442179,293487.525,149313.9183,6017.96683,144.2789473,204111,180569,23542,12
2648,OK,Tulsa,603403,453131.3558,206198.9964,0,0,317847,304659,13188,4
2649,MS,Tunica,10778,8993.111977,7598.779867,2368.761782,0,4656,4224,432,9
2650,CA,Tuolumne,55365,50738.49343,43820.71564,554.0088294,20.63003687,21578,20058,1520,7
2651,GA,Turner,8930,7733.615488,5112.801166,221.1689505,0,3192,2976,216,7
2652,SD,Turner,8347,8343.201698,8326.372944,2046.939133,0,4627,4503,124,3
2653,AL,Tuscaloosa,194656,156793.0689,101926.0288,3577.710626,0,98867,93482,5385,5
2654,OH,Tuscarawas,92582,78710.60074,56618.18454,0,0,45438,42998,2440,5
2655,MI,Tuscola,55729,50779.2905,44315.5499,131.5760064,0,24482,22841,1641,7
2656,GA,Twiggs,9023,8719.515468,8400.236541,97.52953657,0,2965,2695,270,9
2657,TX,Tyler,21766,20668.66737,19309.60904,9252.279917,0,7361,6846,515,7
2658,WV,Tyler,9208,7329.862745,6450.805299,131.7903676,0,3647,3305,342,9
2659,NC,Tyrrell,4407,3613.660352,3448.395871,506.4467097,0,1547,1400,147,10
2660,WY,Uinta,21118,17313.67067,11957.70562,721.024649,9.132934146,9695,9208,487,5
2661,UT,Uintah,32588,28737.34119,22869.25801,2178.104105,181.5472701,15339,14295,1044,7
2662,NY,Ulster,182493,163048.9566,134845.2063,989.3539687,0,88848,84584,4264,5
2663,OR,Umatilla,75889,58140.83474,38619.9413,5049.172224,449.369219,35248,33007,2241,6
2664,TN,Unicoi,18313,15086.11051,9721.449999,0,0,7020,6461,559,8
2665,AR,Union,41639,36987.35363,27925.42229,2724.616396,0,16871,15837,1034,6
2666,FL,Union,15535,14469.3856,13472.95312,1349.878648,0,4736,4505,231,5
2667,GA,Union,21356,20373.00493,19084.97043,7.359057069,0,9832,9307,525,5
2668,IA,Union,12534,8963.312381,5674.868299,1507.932395,0,6581,6304,277,4
2669,IL,Union,17808,16340.10192,12197.53656,468.6177239,0,7352,6787,565,8
2670,IN,Union,7516,5820.517335,4969.277377,0,0,3561,3402,159,5
2671,KY,Union,15007,11569.6063,9471.659851,5.823671637,0,6191,5777,414,7
2672,LA,Union,22721,20290.69993,17610.83532,3922.159786,0,9371,8700,671,7
2673,MS,Union,27134,25358.06363,21908.34709,1985.223462,0,13213,12539,674,5
2674,NC,Union,201292,178122.6343,130147.8007,227.9471087,0,112322,106879,5443,5
2675,NJ,Union,536499,289832.3558,65728.09351,0,0,280235,263283,16952,6
2676,NM,Union,4549,3280.756774,2277.387727,1219.601056,965.3610016,1884,1802,82,4
2677,OH,Union,52300,45681.15653,36323.25171,134.5742464,0,27023,25986,1037,4
2678,OR,Union,25748,21447.07441,15602.17073,7990.628084,354.6241194,11702,10982,720,6
2679,PA,Union,44947,42211.22899,34917.85565,488.5875824,0,19307,18443,864,5
2680,SC,Union,28961,24843.81256,21031.25008,593.540844,0,11556,10645,911,8
2681,SD,Union,14399,11591.59448,9600.562092,60.52358022,0,8014,7742,272,3
2682,TN,Union,19109,18206.35076,16707.71514,19.25814264,0,7208,6718,490,7
2683,TX,Upshur,39309,37705.27451,36039.49289,1204.704512,0,17961,17019,942,5
2684,WV,Upshur,24254,21078.38564,15723.27451,49.95353101,0,9637,8862,775,8
2685,GA,Upson,27153,22956.22029,17841.60953,467.3464742,0,11130,10324,806,7
2686,TX,Upton,3355,2221.583338,1419.747361,1120.769235,232.9495568,1783,1713,70,4
2687,UT,Utah,516564,381682.2203,211826.3903,1642.719097,4.561148319,266645,257951,8694,3
2688,TX,Uvalde,26405,21927.04546,13764.0193,4531.618737,1507.865364,11671,11084,587,5
2689,AK,Valdez-Cordova,9636,7222.329611,6048.203549,2693.675933,1579.148402,4889,4465,424,9
2690,NM,Valencia,76569,70109.67475,55301.63815,781.9969703,19.07874889,29529,27335,2194,7
2691,ID,Valley,9862,8245.876369,6636.9778,1780.027155,51.01767872,4790,4492,298,6
2692,MT,Valley,7369,5968.387636,4007.797573,2965.996336,1141.56206,4383,4246,137,3
2693,NE,Valley,4260,2581.783052,2025.258182,1003.69094,0,2063,2005,58,3
2694,NC,Vance,45422,38453.59388,28688.19507,722.4085715,0,18047,16501,1546,9
2695,IN,Vanderburgh,179703,118121.5503,59364.95377,0,0,92238,88302,3936,4
2696,PA,Venango,54984,44475.06404,33762.25851,245.4416459,0,24461,23005,1456,6
2697,CA,Ventura,823318,470362.4576,170288.7441,328.4208614,110.4443556,428437,404239,24198,6
2698,IL,Vermilion,81625,62340.26854,39578.89768,2384.741525,0,35440,32934,2506,7
2699,LA,Vermilion,57999,46303.36261,34192.26474,930.8652986,152.5828188,25883,24085,1798,7
2700,IN,Vermillion,16212,13889.81467,10017.31873,375.7772892,0,7226,6711,515,7
2701,LA,Vernon,52334,48934.55556,39186.74466,9524.987978,540.3710888,17461,16103,1358,8
2702,MO,Vernon,21159,17637.58763,13513.16857,2763.046711,0,9823,9324,499,5
2703,WI,Vernon,29773,27642.56236,23770.15963,4718.886885,0,15505,14869,636,4
2704,TX,Victoria,86793,72846.87814,51788.27087,9064.182869,0.000830299,45297,43402,1895,4
2705,IN,Vigo,107848,88913.46978,59174.47865,97.1055617,0,48986,45981,3005,6
2706,WI,Vilas,21430,19935.5011,17627.82429,2603.588621,3.952631673,10008,9307,701,7
2707,OH,Vinton,13435,12356.33751,11362.89664,1526.174035,0,5459,5102,357,7
2708,FL,Volusia,494593,397035.7826,226310.6932,867.8969304,0,238676,224701,13975,6
2709,IL,Wabash,11947,8404.932394,5451.068144,384.5148438,0,5620,5303,317,6
2710,IN,Wabash,32888,25948.58325,19040.62469,10.40768915,0,15387,14650,737,5
2711,MN,Wabasha,21676,17164.96392,12728.84464,1660.974649,0,11993,11541,452,4
2712,KS,Wabaunsee,7053,7053.00001,7051.730464,4694.68922,160.5088011,3732,3589,143,4
2713,MN,Wadena,13843,12946.9216,11123.8439,4493.595994,0.515262961,6328,5955,373,6
2714,OK,Wagoner,73085,68613.78935,60994.04667,88.5181578,0,36246,34719,1527,4
2715,WA,Wahkiakum,3978,3977.999986,3977.999986,2894.620922,1.347494602,1294,1177,117,9
2716,NC,Wake,900993,672349.0946,321771.4005,0,0,539483,514064,25419,5
2717,FL,Wakulla,30776,29221.59116,26194.83362,365.262124,0.004209848,13960,13308,652,5
2718,ME,Waldo,38786,37466.15824,33920.47873,3098.195611,0,20617,19543,1074,5
2719,AL,Walker,67023,61289.31866,53408.93078,285.4398783,0,25560,23714,1846,7
2720,GA,Walker,68756,62959.83607,49858.78753,263.2715035,0,29400,27646,1754,6
2721,TX,Walker,67861,57193.65041,43592.97999,1557.654746,0,22959,21799,1160,5
2722,KS,Wallace,1485,909.876528,732.304849,486.7327351,0,877,853,24,3
2723,TX,Waller,43205,39170.07432,32006.20203,758.9766309,0,21643,20606,1037,5
2724,OR,Wallowa,7008,5374.697287,4806.143747,1902.624438,324.5150324,3242,2990,252,8
2725,ND,Walsh,11119,7878.585232,5516.728497,2049.976321,160.5307268,5580,5347,233,4
2726,MS,Walthall,15443,14817.95892,13946.97722,4311.625814,0,5150,4734,416,8
2727,FL,Walton,55043,50969.76665,43345.59004,7443.211904,0,27844,26534,1310,5
2728,GA,Walton,83768,79033.16586,69538.47826,0,0,41677,39424,2253,5
2729,SD,Walworth,5438,3589.185024,2089.263719,1439.868969,638.9366572,2264,2141,123,5
2730,WI,Walworth,102228,91674.62783,75016.62267,0,0,57027,54385,2642,5
2731,IA,Wapello,35625,31959.05326,19708.61669,1613.949949,0,18026,17091,935,5
2732,ND,Ward,61675,50487.80197,34803.69419,5183.271455,2159.941389,34299,33205,1094,3
2733,TX,Ward,10658,9088.127922,6471.217556,675.4189581,21.58643216,5908,5655,253,4
2734,GA,Ware,36312,30868.22912,23275.38909,2396.072617,0,14488,13546,942,7
2735,GA,Warren,5834,5236.539969,4223.619512,86.46048015,0,2640,2434,206,8
2736,IA,Warren,46225,36280.37432,26670.47997,3707.92137,0,26728,25806,922,3
2737,IL,Warren,17707,9354.750055,6389.964753,27.22606766,0,8563,8116,447,5
2738,IN,Warren,8508,8483.440966,7922.044675,265.5224908,0,4097,3894,203,5
2739,KY,Warren,113792,87061.96749,52077.1723,93.27962603,0,58932,56277,2655,5
2740,MO,Warren,32513,29093.56117,24884.73317,281.5337815,0,17350,16520,830,5
2741,MS,Warren,48773,43131.68694,33364.26645,2433.118766,12.15765788,20883,19495,1388,7
2742,NC,Warren,20972,19491.05243,18024.95688,1597.835401,0,7212,6614,598,8
